

   TANK APT__A_P_TK_(C)
     11,800    10,200    423,50
     11,900    10,300    426,42
     11,986    10,386    428,94


TANK SWB2AS__NO_2AS_W_B_TK_(S)
      1,600     0,000      0,00
      1,700     0,100      3,32
      1,800     0,200      6,80
      1,900     0,300     10,42
      2,000     0,400     14,17
      2,100     0,500     18,06
      2,200     0,600     22,08
      2,300     0,700     26,23
      2,400     0,800     30,49
      2,500     0,900     34,87
      2,600     1,000     39,37
      2,700     1,100     43,97
      2,800     1,200     48,67
      2,900     1,300     53,48
      3,000     1,400     58,38
      3,100     1,500     63,38
      3,200     1,600     68,47
      3,300     1,700     73,65
      3,400     1,800     78,92
      3,500     1,900     84,28
      3,600     2,000     89,71
      3,700     2,100     95,23
      3,800     2,200    100,82
      3,900     2,300    106,49
      4,000     2,400    112,23
      4,100     2,500    118,05
      4,200     2,600    123,93
      4,300     2,700    128,46
      4,400     2,800    132,91
      4,500     2,900    137,42
      4,600     3,000    141,99
      4,700     3,100    146,62
      4,800     3,200    151,31
      4,900     3,300    156,06
      5,000     3,400    160,87
      5,100     3,500    165,72
      5,200     3,600    170,63
      5,300     3,700    175,60
      5,400     3,800    180,61
      5,500     3,900    185,67
      5,600     4,000    190,78
      5,700     4,100    195,94
      5,800     4,200    201,14
      5,900     4,300    206,39
      6,000     4,400    211,68
      6,100     4,500    217,01
      6,200     4,600    222,38
      6,300     4,700    227,80
      6,400     4,800    233,25
      6,500     4,900    238,74
      6,600     5,000    244,28
      6,700     5,100    249,84
      6,800     5,200    255,45
      6,900     5,300    259,04
      7,000     5,400    262,63


      7,100     5,500    266,25
      7,200     5,600    269,90
      7,300     5,700    273,59
      7,400     5,800    277,30
      7,500     5,900    281,05
      7,600     6,000    284,83
      7,700     6,100    288,64
      7,800     6,200    292,48
      7,900     6,300    296,34
      8,000     6,400    300,23
      8,100     6,500    304,15
      8,200     6,600    308,10
      8,300     6,700    312,07
      8,400     6,800    316,07
      8,500     6,900    320,09
      8,600     7,000    324,14
      8,700     7,100    328,21
      8,800     7,200    332,30
      8,900     7,300    336,41
      9,000     7,400    340,55
      9,100     7,500    344,71
      9,200     7,600    348,89
      9,300     7,700    353,09
      9,400     7,800    357,21
      9,500     7,900    359,80
      9,600     8,000    362,40
      9,700     8,100    365,02
      9,800     8,200    367,66
      9,900     8,300    370,32
     10,000     8,400    372,99
     10,100     8,500    375,68
     10,200     8,600    378,38
     10,300     8,700    381,10
     10,400     8,800    383,83
     10,500     8,900    386,58
     10,600     9,000    389,35
     10,700     9,100    392,12
     10,800     9,200    394,91
     10,900     9,300    397,72
     11,000     9,400    400,53
     11,100     9,500    403,36
     11,200     9,600    406,20
     11,300     9,700    409,06
     11,400     9,800    411,92
     11,500     9,900    414,80
     11,600    10,000    417,69
     11,700    10,100    420,59
     11,800    10,200    423,50
     11,900    10,300    426,42
     11,986    10,386    428,94

 TANK SWB2FP__NO_2FS_W_B_TK_(P)
      1,600     0,000      0,00
      1,700     0,100      4,48
      1,800     0,200      9,12
      1,900     0,300     13,91
      2,000     0,400     18,84
      2,100     0,500     23,91
      2,200     0,600     29,11
      2,300     0,700     34,45
      2,400     0,800     39,92
      2,500     0,900     45,50
      2,600     1,000     51,21
      2,700     1,100     57,04
      2,800     1,200     62,98
      2,900     1,300     69,02
      3,000     1,400     75,18
      3,100     1,500     81,44
      3,200     1,600     87,80
      3,300     1,700     94,26
      3,400     1,800    100,82
      3,500     1,900    107,47
      3,600     2,000    114,22
      3,700     2,100    121,05
      3,800     2,200    127,97
      3,900     2,300    134,97
      4,000     2,400    142,06
      4,100     2,500    149,22
      4,200     2,600    156,47
      4,300     2,700    160,60
      4,400     2,800    164,45
      4,500     2,900    168,37
      4,600     3,000    172,37
      4,700     3,100    176,43
      4,800     3,200    180,57
      4,900     3,300    184,77
      5,000     3,400    189,04
      5,100     3,500    193,38
      5,200     3,600    197,78
      5,300     3,700    202,25
      5,400     3,800    206,78
      5,500     3,900    211,37
      5,600     4,000    216,03
      5,700     4,100    220,74
      5,800     4,200    225,52
      5,900     4,300    230,35
      6,000     4,400    235,25
      6,100     4,500    240,20
      6,200     4,600    245,22
      6,300     4,700    250,29
      6,400     4,800    255,42
      6,500     4,900    260,61
      6,600     5,000    265,86
      6,700     5,100    271,16
      6,800     5,200    276,53
      6,900     5,300    280,01
      7,000     5,400    283,51


      7,100     5,500    287,06
      7,200     5,600    290,68
      7,300     5,700    294,35
      7,400     5,800    298,08
      7,500     5,900    301,86
      7,600     6,000    305,71
      7,700     6,100    309,60
      7,800     6,200    313,56
      7,900     6,300    317,57
      8,000     6,400    321,65
      8,100     6,500    325,77
      8,200     6,600    329,96
